OBJECTID,Summary Level,Geographic Code Identifier,Geographic Record Identifier,Area Name-Legal/Statistical Area Description (LSAD) Term-Part Indicator,Area Base Name,File Identification,State/US-Abbreviation (USPS),Characteristic Iteration,Characteristic Iteration File Sequence Number,Logical Record Number,Total Pop,Institutionalized population,Correctional facilities for adults,Juvenile facilities,Nursing facilities/Skilled-nursing facilities,Other institutional facilities,Noninstitutionalized population,College/University student housing,Military quarters,Other noninstitutional facilities
746,150,530330235003,1500000US530330235003,Block Group 3,3,PLST,WA,000,03,3838,0,0,0,0,0,0,0,0,0,0
747,150,530330236011,1500000US530330236011,Block Group 1,1,PLST,WA,000,03,3839,23,0,0,0,0,0,23,0,0,23
748,150,530330236012,1500000US530330236012,Block Group 2,2,PLST,WA,000,03,3840,22,0,0,0,0,0,22,0,0,22
749,150,530330236013,1500000US530330236013,Block Group 3,3,PLST,WA,000,03,3841,18,0,0,0,0,0,18,0,0,18
750,150,530330236031,1500000US530330236031,Block Group 1,1,PLST,WA,000,03,3842,0,0,0,0,0,0,0,0,0,0
751,150,530330236032,1500000US530330236032,Block Group 2,2,PLST,WA,000,03,3843,0,0,0,0,0,0,0,0,0,0
752,150,530330236033,1500000US530330236033,Block Group 3,3,PLST,WA,000,03,3844,3,0,0,0,0,0,3,0,0,3
753,150,530330236034,1500000US530330236034,Block Group 4,4,PLST,WA,000,03,3845,0,0,0,0,0,0,0,0,0,0
754,150,530330236035,1500000US530330236035,Block Group 5,5,PLST,WA,000,03,3846,0,0,0,0,0,0,0,0,0,0
755,150,530330236041,1500000US530330236041,Block Group 1,1,PLST,WA,000,03,3847,3,0,0,0,0,0,3,0,0,3
756,150,530330236042,1500000US530330236042,Block Group 2,2,PLST,WA,000,03,3848,10,0,0,0,0,0,10,0,0,10
757,150,530330236043,1500000US530330236043,Block Group 3,3,PLST,WA,000,03,3849,84,0,0,0,0,0,84,0,0,84
758,150,530330236044,1500000US530330236044,Block Group 4,4,PLST,WA,000,03,3850,0,0,0,0,0,0,0,0,0,0
759,150,530330237011,1500000US530330237011,Block Group 1,1,PLST,WA,000,03,3851,0,0,0,0,0,0,0,0,0,0
760,150,530330237012,1500000US530330237012,Block Group 2,2,PLST,WA,000,03,3852,0,0,0,0,0,0,0,0,0,0
761,150,530330237013,1500000US530330237013,Block Group 3,3,PLST,WA,000,03,3853,0,0,0,0,0,0,0,0,0,0
762,150,530330237021,1500000US530330237021,Block Group 1,1,PLST,WA,000,03,3854,0,0,0,0,0,0,0,0,0,0
763,150,530330237022,1500000US530330237022,Block Group 2,2,PLST,WA,000,03,3855,2,0,0,0,0,0,2,0,0,2
764,150,530330238011,1500000US530330238011,Block Group 1,1,PLST,WA,000,03,3856,6,0,0,0,0,0,6,0,0,6
765,150,530330238012,1500000US530330238012,Block Group 2,2,PLST,WA,000,03,3857,0,0,0,0,0,0,0,0,0,0
766,150,530330238051,1500000US530330238051,Block Group 1,1,PLST,WA,000,03,3858,0,0,0,0,0,0,0,0,0,0
767,150,530330238052,1500000US530330238052,Block Group 2,2,PLST,WA,000,03,3859,0,0,0,0,0,0,0,0,0,0
768,150,530330238061,1500000US530330238061,Block Group 1,1,PLST,WA,000,03,3860,0,0,0,0,0,0,0,0,0,0
769,150,530330238062,1500000US530330238062,Block Group 2,2,PLST,WA,000,03,3861,0,0,0,0,0,0,0,0,0,0
770,150,530330238063,1500000US530330238063,Block Group 3,3,PLST,WA,000,03,3862,111,111,0,0,111,0,0,0,0,0
771,150,530330238071,1500000US530330238071,Block Group 1,1,PLST,WA,000,03,3863,0,0,0,0,0,0,0,0,0,0
772,150,530330238072,1500000US530330238072,Block Group 2,2,PLST,WA,000,03,3864,81,0,0,0,0,0,81,0,0,81
773,150,530330238073,1500000US530330238073,Block Group 3,3,PLST,WA,000,03,3865,0,0,0,0,0,0,0,0,0,0
774,150,530330238081,1500000US530330238081,Block Group 1,1,PLST,WA,000,03,3866,0,0,0,0,0,0,0,0,0,0
775,150,530330238082,1500000US530330238082,Block Group 2,2,PLST,WA,000,03,3867,0,0,0,0,0,0,0,0,0,0
776,150,530330238083,1500000US530330238083,Block Group 3,3,PLST,WA,000,03,3868,0,0,0,0,0,0,0,0,0,0
777,150,530330239011,1500000US530330239011,Block Group 1,1,PLST,WA,000,03,3869,0,0,0,0,0,0,0,0,0,0
778,150,530330239012,1500000US530330239012,Block Group 2,2,PLST,WA,000,03,3870,0,0,0,0,0,0,0,0,0,0
779,150,530330239013,1500000US530330239013,Block Group 3,3,PLST,WA,000,03,3871,21,0,0,0,0,0,21,0,0,21
780,150,530330239021,1500000US530330239021,Block Group 1,1,PLST,WA,000,03,3872,0,0,0,0,0,0,0,0,0,0
781,150,530330239022,1500000US530330239022,Block Group 2,2,PLST,WA,000,03,3873,7,0,0,0,0,0,7,0,0,7
782,150,530330240011,1500000US530330240011,Block Group 1,1,PLST,WA,000,03,3874,0,0,0,0,0,0,0,0,0,0
783,150,530330240012,1500000US530330240012,Block Group 2,2,PLST,WA,000,03,3875,0,0,0,0,0,0,0,0,0,0
784,150,530330240013,1500000US530330240013,Block Group 3,3,PLST,WA,000,03,3876,47,0,0,0,0,0,47,0,0,47
785,150,530330240021,1500000US530330240021,Block Group 1,1,PLST,WA,000,03,3877,0,0,0,0,0,0,0,0,0,0
786,150,530330240022,1500000US530330240022,Block Group 2,2,PLST,WA,000,03,3878,0,0,0,0,0,0,0,0,0,0
787,150,530330240023,1500000US530330240023,Block Group 3,3,PLST,WA,000,03,3879,0,0,0,0,0,0,0,0,0,0
788,150,530330241001,1500000US530330241001,Block Group 1,1,PLST,WA,000,03,3880,0,0,0,0,0,0,0,0,0,0
789,150,530330241002,1500000US530330241002,Block Group 2,2,PLST,WA,000,03,3881,0,0,0,0,0,0,0,0,0,0
790,150,530330241003,1500000US530330241003,Block Group 3,3,PLST,WA,000,03,3882,0,0,0,0,0,0,0,0,0,0
791,150,530330242001,1500000US530330242001,Block Group 1,1,PLST,WA,000,03,3883,0,0,0,0,0,0,0,0,0,0
792,150,530330242002,1500000US530330242002,Block Group 2,2,PLST,WA,000,03,3884,0,0,0,0,0,0,0,0,0,0
793,150,530330243011,1500000US530330243011,Block Group 1,1,PLST,WA,000,03,3885,63,63,0,0,63,0,0,0,0,0
794,150,530330243012,1500000US530330243012,Block Group 2,2,PLST,WA,000,03,3886,43,43,0,0,43,0,0,0,0,0
795,150,530330243013,1500000US530330243013,Block Group 3,3,PLST,WA,000,03,3887,0,0,0,0,0,0,0,0,0,0
796,150,530330243021,1500000US530330243021,Block Group 1,1,PLST,WA,000,03,3888,0,0,0,0,0,0,0,0,0,0
797,150,530330243022,1500000US530330243022,Block Group 2,2,PLST,WA,000,03,3889,0,0,0,0,0,0,0,0,0,0
798,150,530330243023,1500000US530330243023,Block Group 3,3,PLST,WA,000,03,3890,0,0,0,0,0,0,0,0,0,0
799,150,530330244001,1500000US530330244001,Block Group 1,1,PLST,WA,000,03,3891,23,23,0,0,23,0,0,0,0,0
800,150,530330244002,1500000US530330244002,Block Group 2,2,PLST,WA,000,03,3892,0,0,0,0,0,0,0,0,0,0
801,150,530330245001,1500000US530330245001,Block Group 1,1,PLST,WA,000,03,3893,12,0,0,0,0,0,12,0,0,12
802,150,530330245002,1500000US530330245002,Block Group 2,2,PLST,WA,000,03,3894,0,0,0,0,0,0,0,0,0,0
803,150,530330245003,1500000US530330245003,Block Group 3,3,PLST,WA,000,03,3895,9,0,0,0,0,0,9,0,0,9
804,150,530330246011,1500000US530330246011,Block Group 1,1,PLST,WA,000,03,3896,0,0,0,0,0,0,0,0,0,0
805,150,530330246012,1500000US530330246012,Block Group 2,2,PLST,WA,000,03,3897,0,0,0,0,0,0,0,0,0,0
806,150,530330246013,1500000US530330246013,Block Group 3,3,PLST,WA,000,03,3898,0,0,0,0,0,0,0,0,0,0
807,150,530330246021,1500000US530330246021,Block Group 1,1,PLST,WA,000,03,3899,14,0,0,0,0,0,14,0,0,14
808,150,530330246022,1500000US530330246022,Block Group 2,2,PLST,WA,000,03,3900,0,0,0,0,0,0,0,0,0,0
809,150,530330247011,1500000US530330247011,Block Group 1,1,PLST,WA,000,03,3901,0,0,0,0,0,0,0,0,0,0
810,150,530330247012,1500000US530330247012,Block Group 2,2,PLST,WA,000,03,3902,13,0,0,0,0,0,13,0,0,13
811,150,530330247013,1500000US530330247013,Block Group 3,3,PLST,WA,000,03,3903,18,0,0,0,0,0,18,0,0,18
812,150,530330247031,1500000US530330247031,Block Group 1,1,PLST,WA,000,03,3904,28,13,0,0,13,0,15,0,0,15
813,150,530330247032,1500000US530330247032,Block Group 2,2,PLST,WA,000,03,3905,0,0,0,0,0,0,0,0,0,0
814,150,530330247033,1500000US530330247033,Block Group 3,3,PLST,WA,000,03,3906,0,0,0,0,0,0,0,0,0,0
815,150,530330247041,1500000US530330247041,Block Group 1,1,PLST,WA,000,03,3907,41,0,0,0,0,0,41,0,0,41
816,150,530330247042,1500000US530330247042,Block Group 2,2,PLST,WA,000,03,3908,9,0,0,0,0,0,9,0,0,9
817,150,530330247043,1500000US530330247043,Block Group 3,3,PLST,WA,000,03,3909,10,2,0,0,0,2,8,0,0,8
818,150,530330248001,1500000US530330248001,Block Group 1,1,PLST,WA,000,03,3910,33,6,0,0,6,0,27,0,0,27
819,150,530330248002,1500000US530330248002,Block Group 2,2,PLST,WA,000,03,3911,8,0,0,0,0,0,8,0,0,8
820,150,530330248003,1500000US530330248003,Block Group 3,3,PLST,WA,000,03,3912,0,0,0,0,0,0,0,0,0,0
821,150,530330249011,1500000US530330249011,Block Group 1,1,PLST,WA,000,03,3913,0,0,0,0,0,0,0,0,0,0
822,150,530330249012,1500000US530330249012,Block Group 2,2,PLST,WA,000,03,3914,0,0,0,0,0,0,0,0,0,0
823,150,530330249013,1500000US530330249013,Block Group 3,3,PLST,WA,000,03,3915,0,0,0,0,0,0,0,0,0,0
824,150,530330249014,1500000US530330249014,Block Group 4,4,PLST,WA,000,03,3916,9,0,0,0,0,0,9,0,0,9
825,150,530330249021,1500000US530330249021,Block Group 1,1,PLST,WA,000,03,3917,0,0,0,0,0,0,0,0,0,0
826,150,530330249022,1500000US530330249022,Block Group 2,2,PLST,WA,000,03,3918,11,0,0,0,0,0,11,0,0,11
827,150,530330249023,1500000US530330249023,Block Group 3,3,PLST,WA,000,03,3919,17,0,0,0,0,0,17,0,0,17
828,150,530330249041,1500000US530330249041,Block Group 1,1,PLST,WA,000,03,3920,0,0,0,0,0,0,0,0,0,0
829,150,530330249042,1500000US530330249042,Block Group 2,2,PLST,WA,000,03,3921,0,0,0,0,0,0,0,0,0,0
830,150,530330249051,1500000US530330249051,Block Group 1,1,PLST,WA,000,03,3922,0,0,0,0,0,0,0,0,0,0
831,150,530330249052,1500000US530330249052,Block Group 2,2,PLST,WA,000,03,3923,0,0,0,0,0,0,0,0,0,0
832,150,530330250011,1500000US530330250011,Block Group 1,1,PLST,WA,000,03,3924,3,0,0,0,0,0,3,0,0,3
833,150,530330250012,1500000US530330250012,Block Group 2,2,PLST,WA,000,03,3925,0,0,0,0,0,0,0,0,0,0
834,150,530330250013,1500000US530330250013,Block Group 3,3,PLST,WA,000,03,3926,34,0,0,0,0,0,34,0,0,34
835,150,530330250014,1500000US530330250014,Block Group 4,4,PLST,WA,000,03,3927,0,0,0,0,0,0,0,0,0,0
836,150,530330250051,1500000US530330250051,Block Group 1,1,PLST,WA,000,03,3928,0,0,0,0,0,0,0,0,0,0
837,150,530330250052,1500000US530330250052,Block Group 2,2,PLST,WA,000,03,3929,0,0,0,0,0,0,0,0,0,0
838,150,530330250053,1500000US530330250053,Block Group 3,3,PLST,WA,000,03,3930,0,0,0,0,0,0,0,0,0,0
839,150,530330250061,1500000US530330250061,Block Group 1,1,PLST,WA,000,03,3931,0,0,0,0,0,0,0,0,0,0
840,150,530330250062,1500000US530330250062,Block Group 2,2,PLST,WA,000,03,3932,0,0,0,0,0,0,0,0,0,0
841,150,530330250063,1500000US530330250063,Block Group 3,3,PLST,WA,000,03,3933,0,0,0,0,0,0,0,0,0,0
842,150,530330250064,1500000US530330250064,Block Group 4,4,PLST,WA,000,03,3934,64,0,0,0,0,0,64,0,0,64
843,150,530330250071,1500000US530330250071,Block Group 1,1,PLST,WA,000,03,3935,0,0,0,0,0,0,0,0,0,0
844,150,530330250072,1500000US530330250072,Block Group 2,2,PLST,WA,000,03,3936,0,0,0,0,0,0,0,0,0,0
845,150,530330250073,1500000US530330250073,Block Group 3,3,PLST,WA,000,03,3937,0,0,0,0,0,0,0,0,0,0
846,150,530330250081,1500000US530330250081,Block Group 1,1,PLST,WA,000,03,3938,0,0,0,0,0,0,0,0,0,0
847,150,530330250082,1500000US530330250082,Block Group 2,2,PLST,WA,000,03,3939,13,0,0,0,0,0,13,0,0,13
848,150,530330251011,1500000US530330251011,Block Group 1,1,PLST,WA,000,03,3940,14,0,0,0,0,0,14,0,0,14
849,150,530330251012,1500000US530330251012,Block Group 2,2,PLST,WA,000,03,3941,0,0,0,0,0,0,0,0,0,0
850,150,530330251013,1500000US530330251013,Block Group 3,3,PLST,WA,000,03,3942,0,0,0,0,0,0,0,0,0,0
851,150,530330251014,1500000US530330251014,Block Group 4,4,PLST,WA,000,03,3943,0,0,0,0,0,0,0,0,0,0
852,150,530330251031,1500000US530330251031,Block Group 1,1,PLST,WA,000,03,3944,43,0,0,0,0,0,43,0,0,43
853,150,530330251032,1500000US530330251032,Block Group 2,2,PLST,WA,000,03,3945,2,0,0,0,0,0,2,0,0,2
854,150,530330251033,1500000US530330251033,Block Group 3,3,PLST,WA,000,03,3946,0,0,0,0,0,0,0,0,0,0
855,150,530330251041,1500000US530330251041,Block Group 1,1,PLST,WA,000,03,3947,0,0,0,0,0,0,0,0,0,0
856,150,530330251042,1500000US530330251042,Block Group 2,2,PLST,WA,000,03,3948,0,0,0,0,0,0,0,0,0,0
857,150,530330251043,1500000US530330251043,Block Group 3,3,PLST,WA,000,03,3949,0,0,0,0,0,0,0,0,0,0
858,150,530330252011,1500000US530330252011,Block Group 1,1,PLST,WA,000,03,3950,13,0,0,0,0,0,13,0,0,13
859,150,530330252012,1500000US530330252012,Block Group 2,2,PLST,WA,000,03,3951,24,0,0,0,0,0,24,0,0,24
860,150,530330252013,1500000US530330252013,Block Group 3,3,PLST,WA,000,03,3952,18,0,0,0,0,0,18,0,0,18
861,150,530330252021,1500000US530330252021,Block Group 1,1,PLST,WA,000,03,3953,10,0,0,0,0,0,10,0,0,10
862,150,530330252022,1500000US530330252022,Block Group 2,2,PLST,WA,000,03,3954,6,0,0,0,0,0,6,0,0,6
863,150,530330252023,1500000US530330252023,Block Group 3,3,PLST,WA,000,03,3955,0,0,0,0,0,0,0,0,0,0
864,150,530330253021,1500000US530330253021,Block Group 1,1,PLST,WA,000,03,3956,0,0,0,0,0,0,0,0,0,0
865,150,530330253022,1500000US530330253022,Block Group 2,2,PLST,WA,000,03,3957,10,0,0,0,0,0,10,0,0,10
866,150,530330253023,1500000US530330253023,Block Group 3,3,PLST,WA,000,03,3958,24,0,0,0,0,0,24,0,0,24
867,150,530330253024,1500000US530330253024,Block Group 4,4,PLST,WA,000,03,3959,8,0,0,0,0,0,8,0,0,8
868,150,530330253031,1500000US530330253031,Block Group 1,1,PLST,WA,000,03,3960,1,0,0,0,0,0,1,0,0,1
869,150,530330253032,1500000US530330253032,Block Group 2,2,PLST,WA,000,03,3961,1,0,0,0,0,0,1,0,0,1
870,150,530330253041,1500000US530330253041,Block Group 1,1,PLST,WA,000,03,3962,16,16,0,16,0,0,0,0,0,0
871,150,530330253042,1500000US530330253042,Block Group 2,2,PLST,WA,000,03,3963,0,0,0,0,0,0,0,0,0,0
872,150,530330254011,1500000US530330254011,Block Group 1,1,PLST,WA,000,03,3964,0,0,0,0,0,0,0,0,0,0
873,150,530330254012,1500000US530330254012,Block Group 2,2,PLST,WA,000,03,3965,19,0,0,0,0,0,19,0,0,19
874,150,530330254013,1500000US530330254013,Block Group 3,3,PLST,WA,000,03,3966,0,0,0,0,0,0,0,0,0,0
875,150,530330254021,1500000US530330254021,Block Group 1,1,PLST,WA,000,03,3967,4,0,0,0,0,0,4,0,0,4
876,150,530330254022,1500000US530330254022,Block Group 2,2,PLST,WA,000,03,3968,5,0,0,0,0,0,5,0,0,5
877,150,530330254023,1500000US530330254023,Block Group 3,3,PLST,WA,000,03,3969,16,0,0,0,0,0,16,0,0,16
878,150,530330255001,1500000US530330255001,Block Group 1,1,PLST,WA,000,03,3970,0,0,0,0,0,0,0,0,0,0
879,150,530330255002,1500000US530330255002,Block Group 2,2,PLST,WA,000,03,3971,25,0,0,0,0,0,25,0,0,25
880,150,530330255003,1500000US530330255003,Block Group 3,3,PLST,WA,000,03,3972,19,0,0,0,0,0,19,0,0,19
881,150,530330256011,1500000US530330256011,Block Group 1,1,PLST,WA,000,03,3973,0,0,0,0,0,0,0,0,0,0
882,150,530330256012,1500000US530330256012,Block Group 2,2,PLST,WA,000,03,3974,0,0,0,0,0,0,0,0,0,0
883,150,530330256013,1500000US530330256013,Block Group 3,3,PLST,WA,000,03,3975,0,0,0,0,0,0,0,0,0,0
884,150,530330256021,1500000US530330256021,Block Group 1,1,PLST,WA,000,03,3976,0,0,0,0,0,0,0,0,0,0
885,150,530330256022,1500000US530330256022,Block Group 2,2,PLST,WA,000,03,3977,8,0,0,0,0,0,8,0,0,8
886,150,530330256023,1500000US530330256023,Block Group 3,3,PLST,WA,000,03,3978,9,0,0,0,0,0,9,0,0,9
887,150,530330256024,1500000US530330256024,Block Group 4,4,PLST,WA,000,03,3979,2,0,0,0,0,0,2,0,0,2
888,150,530330257021,1500000US530330257021,Block Group 1,1,PLST,WA,000,03,3980,10,10,0,0,10,0,0,0,0,0
889,150,530330257022,1500000US530330257022,Block Group 2,2,PLST,WA,000,03,3981,21,6,0,0,6,0,15,0,0,15
890,150,530330257023,1500000US530330257023,Block Group 3,3,PLST,WA,000,03,3982,0,0,0,0,0,0,0,0,0,0
891,150,530330257031,1500000US530330257031,Block Group 1,1,PLST,WA,000,03,3983,0,0,0,0,0,0,0,0,0,0
892,150,530330257032,1500000US530330257032,Block Group 2,2,PLST,WA,000,03,3984,0,0,0,0,0,0,0,0,0,0
893,150,530330257041,1500000US530330257041,Block Group 1,1,PLST,WA,000,03,3985,0,0,0,0,0,0,0,0,0,0
894,150,530330257042,1500000US530330257042,Block Group 2,2,PLST,WA,000,03,3986,0,0,0,0,0,0,0,0,0,0
895,150,530330258031,1500000US530330258031,Block Group 1,1,PLST,WA,000,03,3987,10,0,0,0,0,0,10,0,0,10
896,150,530330258032,1500000US530330258032,Block Group 2,2,PLST,WA,000,03,3988,5,0,0,0,0,0,5,0,0,5
897,150,530330258033,1500000US530330258033,Block Group 3,3,PLST,WA,000,03,3989,0,0,0,0,0,0,0,0,0,0
898,150,530330258041,1500000US530330258041,Block Group 1,1,PLST,WA,000,03,3990,0,0,0,0,0,0,0,0,0,0
899,150,530330258042,1500000US530330258042,Block Group 2,2,PLST,WA,000,03,3991,11,0,0,0,0,0,11,0,0,11
900,150,530330258043,1500000US530330258043,Block Group 3,3,PLST,WA,000,03,3992,4,1,0,0,1,0,3,0,0,3
901,150,530330258051,1500000US530330258051,Block Group 1,1,PLST,WA,000,03,3993,2,0,0,0,0,0,2,0,0,2
902,150,530330258052,1500000US530330258052,Block Group 2,2,PLST,WA,000,03,3994,12,0,0,0,0,0,12,0,0,12
903,150,530330258053,1500000US530330258053,Block Group 3,3,PLST,WA,000,03,3995,10,0,0,0,0,0,10,0,0,10
904,150,530330258061,1500000US530330258061,Block Group 1,1,PLST,WA,000,03,3996,34,0,0,0,0,0,34,0,0,34
905,150,530330258062,1500000US530330258062,Block Group 2,2,PLST,WA,000,03,3997,0,0,0,0,0,0,0,0,0,0
906,150,530330258063,1500000US530330258063,Block Group 3,3,PLST,WA,000,03,3998,6,0,0,0,0,0,6,0,0,6
907,150,530330260011,1500000US530330260011,Block Group 1,1,PLST,WA,000,03,3999,0,0,0,0,0,0,0,0,0,0
908,150,530330260012,1500000US530330260012,Block Group 2,2,PLST,WA,000,03,4000,4,0,0,0,0,0,4,0,0,4
909,150,530330260013,1500000US530330260013,Block Group 3,3,PLST,WA,000,03,4001,24,0,0,0,0,0,24,0,0,24
910,150,530330260014,1500000US530330260014,Block Group 4,4,PLST,WA,000,03,4002,4,0,0,0,0,0,4,0,0,4
911,150,530330260031,1500000US530330260031,Block Group 1,1,PLST,WA,000,03,4003,0,0,0,0,0,0,0,0,0,0
912,150,530330260032,1500000US530330260032,Block Group 2,2,PLST,WA,000,03,4004,0,0,0,0,0,0,0,0,0,0
913,150,530330260033,1500000US530330260033,Block Group 3,3,PLST,WA,000,03,4005,0,0,0,0,0,0,0,0,0,0
914,150,530330260041,1500000US530330260041,Block Group 1,1,PLST,WA,000,03,4006,69,69,0,0,69,0,0,0,0,0
915,150,530330260042,1500000US530330260042,Block Group 2,2,PLST,WA,000,03,4007,4,0,0,0,0,0,4,0,0,4
916,150,530330260043,1500000US530330260043,Block Group 3,3,PLST,WA,000,03,4008,2,0,0,0,0,0,2,0,0,2
917,150,530330261011,1500000US530330261011,Block Group 1,1,PLST,WA,000,03,4009,8,0,0,0,0,0,8,0,0,8
918,150,530330261012,1500000US530330261012,Block Group 2,2,PLST,WA,000,03,4010,13,0,0,0,0,0,13,0,0,13
919,150,530330261013,1500000US530330261013,Block Group 3,3,PLST,WA,000,03,4011,1,0,0,0,0,0,1,0,0,1
920,150,530330261021,1500000US530330261021,Block Group 1,1,PLST,WA,000,03,4012,0,0,0,0,0,0,0,0,0,0
921,150,530330261022,1500000US530330261022,Block Group 2,2,PLST,WA,000,03,4013,0,0,0,0,0,0,0,0,0,0
922,150,530330261023,1500000US530330261023,Block Group 3,3,PLST,WA,000,03,4014,11,0,0,0,0,0,11,0,0,11
923,150,530330262001,1500000US530330262001,Block Group 1,1,PLST,WA,000,03,4015,10,0,0,0,0,0,10,0,0,10
924,150,530330262002,1500000US530330262002,Block Group 2,2,PLST,WA,000,03,4016,0,0,0,0,0,0,0,0,0,0
925,150,530330262003,1500000US530330262003,Block Group 3,3,PLST,WA,000,03,4017,0,0,0,0,0,0,0,0,0,0
926,150,530330262004,1500000US530330262004,Block Group 4,4,PLST,WA,000,03,4018,2,0,0,0,0,0,2,0,0,2
927,150,530330263001,1500000US530330263001,Block Group 1,1,PLST,WA,000,03,4019,0,0,0,0,0,0,0,0,0,0
928,150,530330263002,1500000US530330263002,Block Group 2,2,PLST,WA,000,03,4020,0,0,0,0,0,0,0,0,0,0
929,150,530330264001,1500000US530330264001,Block Group 1,1,PLST,WA,000,03,4021,3,3,0,3,0,0,0,0,0,0
930,150,530330264002,1500000US530330264002,Block Group 2,2,PLST,WA,000,03,4022,0,0,0,0,0,0,0,0,0,0
931,150,530330264003,1500000US530330264003,Block Group 3,3,PLST,WA,000,03,4023,82,0,0,0,0,0,82,0,0,82
932,150,530330264004,1500000US530330264004,Block Group 4,4,PLST,WA,000,03,4024,0,0,0,0,0,0,0,0,0,0
933,150,530330265001,1500000US530330265001,Block Group 1,1,PLST,WA,000,03,4025,0,0,0,0,0,0,0,0,0,0
934,150,530330265002,1500000US530330265002,Block Group 2,2,PLST,WA,000,03,4026,36,0,0,0,0,0,36,0,0,36
935,150,530330265003,1500000US530330265003,Block Group 3,3,PLST,WA,000,03,4027,0,0,0,0,0,0,0,0,0,0
936,150,530330266001,1500000US530330266001,Block Group 1,1,PLST,WA,000,03,4028,0,0,0,0,0,0,0,0,0,0
937,150,530330266002,1500000US530330266002,Block Group 2,2,PLST,WA,000,03,4029,0,0,0,0,0,0,0,0,0,0
938,150,530330267001,1500000US530330267001,Block Group 1,1,PLST,WA,000,03,4030,15,0,0,0,0,0,15,0,0,15
939,150,530330267002,1500000US530330267002,Block Group 2,2,PLST,WA,000,03,4031,19,0,0,0,0,0,19,0,0,19
940,150,530330267003,1500000US530330267003,Block Group 3,3,PLST,WA,000,03,4032,37,37,0,37,0,0,0,0,0,0
941,150,530330267004,1500000US530330267004,Block Group 4,4,PLST,WA,000,03,4033,0,0,0,0,0,0,0,0,0,0
942,150,530330268011,1500000US530330268011,Block Group 1,1,PLST,WA,000,03,4034,0,0,0,0,0,0,0,0,0,0
943,150,530330268012,1500000US530330268012,Block Group 2,2,PLST,WA,000,03,4035,14,0,0,0,0,0,14,0,0,14
944,150,530330268013,1500000US530330268013,Block Group 3,3,PLST,WA,000,03,4036,6,0,0,0,0,0,6,0,0,6
945,150,530330268014,1500000US530330268014,Block Group 4,4,PLST,WA,000,03,4037,0,0,0,0,0,0,0,0,0,0
946,150,530330268021,1500000US530330268021,Block Group 1,1,PLST,WA,000,03,4038,89,0,0,0,0,0,89,0,0,89
947,150,530330268022,1500000US530330268022,Block Group 2,2,PLST,WA,000,03,4039,0,0,0,0,0,0,0,0,0,0
948,150,530330268023,1500000US530330268023,Block Group 3,3,PLST,WA,000,03,4040,13,0,0,0,0,0,13,0,0,13
949,150,530330268024,1500000US530330268024,Block Group 4,4,PLST,WA,000,03,4041,11,0,0,0,0,0,11,0,0,11
950,150,530330270001,1500000US530330270001,Block Group 1,1,PLST,WA,000,03,4042,0,0,0,0,0,0,0,0,0,0
951,150,530330270002,1500000US530330270002,Block Group 2,2,PLST,WA,000,03,4043,0,0,0,0,0,0,0,0,0,0
952,150,530330270003,1500000US530330270003,Block Group 3,3,PLST,WA,000,03,4044,0,0,0,0,0,0,0,0,0,0
953,150,530330271001,1500000US530330271001,Block Group 1,1,PLST,WA,000,03,4045,180,131,0,0,119,12,49,0,0,49
954,150,530330271002,1500000US530330271002,Block Group 2,2,PLST,WA,000,03,4046,0,0,0,0,0,0,0,0,0,0
955,150,530330271003,1500000US530330271003,Block Group 3,3,PLST,WA,000,03,4047,2,2,0,0,2,0,0,0,0,0
956,150,530330272001,1500000US530330272001,Block Group 1,1,PLST,WA,000,03,4048,17,12,0,0,12,0,5,0,0,5
957,150,530330272002,1500000US530330272002,Block Group 2,2,PLST,WA,000,03,4049,18,18,18,0,0,0,0,0,0,0
958,150,530330273001,1500000US530330273001,Block Group 1,1,PLST,WA,000,03,4050,0,0,0,0,0,0,0,0,0,0
959,150,530330273002,1500000US530330273002,Block Group 2,2,PLST,WA,000,03,4051,0,0,0,0,0,0,0,0,0,0
960,150,530330273003,1500000US530330273003,Block Group 3,3,PLST,WA,000,03,4052,0,0,0,0,0,0,0,0,0,0
961,150,530330273004,1500000US530330273004,Block Group 4,4,PLST,WA,000,03,4053,22,0,0,0,0,0,22,0,0,22
962,150,530330274001,1500000US530330274001,Block Group 1,1,PLST,WA,000,03,4054,0,0,0,0,0,0,0,0,0,0
963,150,530330274002,1500000US530330274002,Block Group 2,2,PLST,WA,000,03,4055,16,0,0,0,0,0,16,0,0,16
964,150,530330274003,1500000US530330274003,Block Group 3,3,PLST,WA,000,03,4056,17,0,0,0,0,0,17,0,0,17
965,150,530330274004,1500000US530330274004,Block Group 4,4,PLST,WA,000,03,4057,0,0,0,0,0,0,0,0,0,0
966,150,530330275001,1500000US530330275001,Block Group 1,1,PLST,WA,000,03,4058,155,152,0,0,152,0,3,0,0,3
967,150,530330275002,1500000US530330275002,Block Group 2,2,PLST,WA,000,03,4059,10,0,0,0,0,0,10,0,0,10
968,150,530330275003,1500000US530330275003,Block Group 3,3,PLST,WA,000,03,4060,0,0,0,0,0,0,0,0,0,0
969,150,530330276001,1500000US530330276001,Block Group 1,1,PLST,WA,000,03,4061,0,0,0,0,0,0,0,0,0,0
970,150,530330276002,1500000US530330276002,Block Group 2,2,PLST,WA,000,03,4062,0,0,0,0,0,0,0,0,0,0
